HForm,AForm,HSt,ASt,HSTKPP,ASTKPP,HGKPP,AGKPP,HCKPP,ACKPP,HAttack,AAttack,HMidField,AMidField,HDefence,ADefence,HOverall,AOverall,HTGD,ATGD,HStWeighted,AStWeighted,FormDifferential,StDifferential,STKPP,GKPP,CKPP,RelAttack,RelMidField,RelDefence,RelOverall,GDDifferential,StWeightedDifferential
1.7358890699607699,0.541346820631,0.6111111111111112,0.2777777777777778,5.166666666666667,6.5,1.1666666666666667,0.8333333333333334,6.0,6.5,79,76,77,71,70,75,75,74,2,-3,0.7142857142857143,0.38095238095238093,1.19454224932977,0.33333333333333337,-1.333333333333333,0.33333333333333337,-0.5,3,6,-5,1,5,0.33333333333333337
3.425196508669,0.8164878379689999,1.0,0.3333333333333333,7.833333333333333,4.166666666666667,2.0,0.8333333333333334,5.666666666666667,6.166666666666667,87,84,88,75,85,77,87,78,10,-4,1.0,0.3492063492063492,2.6087086707,0.6666666666666667,3.666666666666666,1.1666666666666665,-0.5,3,13,8,9,14,0.6507936507936508
0.83254891974046,1.1362431501082302,0.2777777777777778,0.6111111111111112,4.666666666666667,6.833333333333333,0.6666666666666666,1.1666666666666667,5.5,5.666666666666667,86,80,80,77,76,78,80,78,-3,2,0.3968253968253968,0.5238095238095238,-0.3036942303677702,-0.33333333333333337,-2.166666666666666,-0.5000000000000001,-0.16666666666666696,6,3,-2,2,-5,-0.12698412698412703
0.9120998305227699,0.21165474293799996,0.4444444444444444,0.05555555555555555,3.6666666666666665,5.5,1.0,0.5,5.0,4.0,83,72,79,66,79,65,80,68,-1,-7,0.49206349206349204,0.09523809523809523,0.7004450875847699,0.38888888888888884,-1.8333333333333335,0.5,1.0,11,13,14,12,6,0.3968253968253968
0.9948036349917699,0.46551663593854,0.5,0.2777777777777778,5.833333333333333,5.333333333333333,0.8333333333333334,0.8333333333333334,2.6666666666666665,5.333333333333333,83,73,79,78,76,74,79,75,2,-4,0.36507936507936506,0.2857142857142857,0.52928699905323,0.2222222222222222,0.5,0.0,-2.6666666666666665,10,1,2,4,6,0.07936507936507936
1.171765986098833,0.21166064047936176,0.4444444444444444,0.2222222222222222,6.833333333333333,5.166666666666667,0.6666666666666666,1.1666666666666667,6.333333333333333,4.5,78,74,72,73,73,71,74,73,-5,-5,0.42857142857142855,0.12698412698412698,0.9601053456194713,0.2222222222222222,1.666666666666666,-0.5000000000000001,1.833333333333333,4,-1,2,1,0,0.30158730158730157
1.4994554931521784,1.1484241248514881,0.8333333333333334,0.5,5.666666666666667,5.5,1.6666666666666667,0.6666666666666666,3.1666666666666665,3.3333333333333335,70,83,77,79,73,76,73,79,6,2,0.7619047619047619,0.5079365079365079,0.35103136830069026,0.33333333333333337,0.16666666666666696,1.0,-0.16666666666666696,-13,-2,-3,-6,4,0.25396825396825395
0.31189614607882177,1.1073853604629886,0.2222222222222222,0.6111111111111112,5.0,5.5,0.8333333333333334,1.1666666666666667,5.333333333333333,5.333333333333333,73,92,78,85,74,84,75,86,-4,4,0.20634920634920634,0.42857142857142855,-0.7954892143841669,-0.38888888888888895,-0.5,-0.33333333333333337,0.0,-19,-7,-10,-11,-8,-0.2222222222222222
0.36270236982277004,1.207509159276176,0.2777777777777778,0.4444444444444444,6.0,5.5,0.8333333333333334,0.8333333333333334,5.833333333333333,5.5,76,86,71,80,75,76,74,80,-3,-3,0.30158730158730157,0.6031746031746031,-0.8448067894534059,-0.16666666666666663,0.5,0.0,0.33333333333333304,-10,-9,-1,-6,0,-0.30158730158730157
0.5126476870105141,1.206126759928718,0.2222222222222222,0.6111111111111112,4.5,4.0,0.6666666666666666,1.6666666666666667,3.5,4.166666666666667,72,70,66,73,65,71,68,73,-5,6,0.36507936507936506,0.6031746031746031,-0.6934790729182039,-0.38888888888888895,0.5,-1.0,-0.666666666666667,2,-7,-6,-5,-11,-0.23809523809523808
0.9965402007764769,0.7905373053660258,0.5555555555555556,0.2777777777777778,7.166666666666667,4.666666666666667,1.5,1.1666666666666667,5.833333333333333,5.333333333333333,90,76,84,76,86,75,86,76,6,-4,0.5238095238095238,0.31746031746031744,0.20600289541045103,0.2777777777777778,2.5,0.33333333333333326,0.5,14,8,11,10,10,0.2063492063492064
0.5470468514392299,0.6111068864502558,0.2777777777777778,0.3888888888888889,4.166666666666667,5.166666666666667,0.6666666666666666,1.0,5.166666666666667,5.5,84,83,75,79,77,79,78,80,-5,-3,0.25396825396825395,0.36507936507936506,-0.06406003501102586,-0.1111111111111111,-1.0,-0.33333333333333337,-0.33333333333333304,1,-4,-2,-2,-2,-0.1111111111111111
0.7612829105725142,0.20151121,0.5555555555555556,0.16666666666666666,6.166666666666667,3.8333333333333335,1.1666666666666667,0.16666666666666666,6.166666666666667,5.833333333333333,80,80,77,80,78,80,78,80,1,-8,0.3492063492063492,0.09523809523809523,0.5597717005725142,0.38888888888888895,2.3333333333333335,1.0,0.3333333333333339,0,-3,-2,-2,9,0.25396825396825395
0.9058506400689998,1.914533520769,0.5555555555555556,0.7222222222222222,3.5,4.5,0.8333333333333334,1.0,2.1666666666666665,5.833333333333333,75,79,68,77,72,70,70,75,2,4,0.6984126984126984,0.8253968253968254,-1.0086828807000001,-0.16666666666666663,-1.0,-0.16666666666666663,-3.6666666666666665,-4,-9,2,-5,-2,-0.12698412698412698
4.0853300798623495,1.2827374589152298,1.0,0.7222222222222222,7.166666666666667,4.166666666666667,2.6666666666666665,1.1666666666666667,6.0,5.833333333333333,87,79,88,77,85,70,87,75,13,4,1.0,0.6190476190476191,2.8025926209471197,0.2777777777777778,3.0,1.4999999999999998,0.16666666666666696,8,11,15,12,9,0.38095238095238093
0.7932243385593877,1.2416139974570224,0.3888888888888889,0.4444444444444444,5.5,7.166666666666667,0.6666666666666666,0.6666666666666666,4.0,6.833333333333333,90,78,87,72,81,73,85,74,-1,-4,0.30158730158730157,0.5873015873015873,-0.4483896588976347,-0.055555555555555525,-1.666666666666667,0.0,-2.833333333333333,12,15,8,11,3,-0.28571428571428575
0.7916323474252016,0.641488610342394,0.5555555555555556,0.3333333333333333,6.333333333333333,6.666666666666667,1.5,0.6666666666666666,5.333333333333333,6.0,83,76,79,71,79,75,80,74,-3,-4,0.5396825396825397,0.31746031746031744,0.1501437370828076,0.22222222222222227,-0.3333333333333339,0.8333333333333334,-0.666666666666667,7,8,4,6,1,0.2222222222222222
0.7414957810735214,1.2103110886689998,0.2777777777777778,0.6111111111111112,5.833333333333333,5.833333333333333,0.8333333333333334,1.3333333333333333,3.5,5.833333333333333,72,92,66,85,65,84,68,86,-5,5,0.3968253968253968,0.5396825396825397,-0.4688153075954784,-0.33333333333333337,0.0,-0.4999999999999999,-2.333333333333333,-20,-19,-19,-18,-10,-0.14285714285714285
1.643244437591707,0.13501251069999998,0.5,0.16666666666666666,5.333333333333333,3.6666666666666665,0.8333333333333334,0.16666666666666666,3.5,4.833333333333333,83,80,79,80,76,80,79,80,4,-10,0.6507936507936508,0.047619047619047616,1.508231926891707,0.33333333333333337,1.6666666666666665,0.6666666666666667,-1.333333333333333,3,-1,-4,-1,14,0.6031746031746033
0.14181262912117237,1.2574175115472654,0.05555555555555555,0.5555555555555556,5.333333333333333,7.333333333333333,0.8333333333333334,1.3333333333333333,4.166666666666667,6.333333333333333,74,90,73,84,71,86,73,86,-8,5,0.06349206349206349,0.6507936507936508,-1.1156048824260931,-0.5,-2.0,-0.4999999999999999,-2.166666666666666,-16,-11,-15,-13,-13,-0.5873015873015873
1.5376467019227698,1.020722378128028,0.7222222222222222,0.4444444444444444,4.166666666666667,5.0,1.1666666666666667,0.8333333333333334,2.5,4.5,75,86,68,80,72,76,70,80,3,-2,0.8253968253968254,0.5714285714285714,0.5169243237947418,0.2777777777777778,-0.833333333333333,0.33333333333333337,-2.0,-11,-12,-4,-10,5,0.25396825396825395
0.5296599945952374,0.36652139046428406,0.2777777777777778,0.2777777777777778,4.666666666666667,4.666666666666667,1.0,1.0,4.5,5.0,76,84,76,75,75,77,76,78,-5,-6,0.23809523809523808,0.1746031746031746,0.16313860413095332,0.0,0.0,0.0,-0.5,-8,1,-2,-2,1,0.06349206349206349
0.8277816098725141,1.0527985369065032,0.5555555555555556,0.5,6.0,3.6666666666666665,1.1666666666666667,1.3333333333333333,6.166666666666667,4.333333333333333,80,70,77,73,78,71,78,73,3,5,0.47619047619047616,0.5238095238095238,-0.225016927033989,0.05555555555555558,2.3333333333333335,-0.16666666666666652,1.833333333333334,10,4,7,5,-2,-0.04761904761904767
1.0046351804119595,0.20897041787281057,0.6666666666666666,0.2222222222222222,5.666666666666667,5.333333333333333,1.5,1.0,2.5,5.666666666666667,70,73,77,78,73,74,73,75,5,-6,0.5238095238095238,0.14285714285714285,0.795664762539149,0.4444444444444444,0.3333333333333339,0.5,-3.166666666666667,-3,-1,-1,-2,11,0.380952380952381
0.8424697327366678,1.1752051270516601,0.5555555555555556,0.5555555555555556,8.5,7.666666666666667,1.5,1.1666666666666667,6.166666666666667,7.166666666666667,90,80,84,77,86,78,86,78,5,3,0.49206349206349204,0.6031746031746031,-0.3327353943149923,0.0,0.833333333333333,0.33333333333333326,-1.0,10,7,8,8,2,-0.1111111111111111
