HForm,AForm,HSt,ASt,HSTKPP,ASTKPP,HGKPP,AGKPP,HCKPP,ACKPP,HAttack,AAttack,HMidField,AMidField,HDefence,ADefence,HOverall,AOverall,HTGD,ATGD,HStWeighted,AStWeighted,FormDifferential,StDifferential,STKPP,GKPP,CKPP,RelAttack,RelMidField,RelDefence,RelOverall,GDDifferential,StWeightedDifferential
0.8718552813310001,1.8692058496532324,0.5555555555555556,0.6111111111111112,1.6666666666666667,4.833333333333333,0.6666666666666666,2.0,5.166666666666667,7.5,72,83,74,82,74,81,75,82,-3,5,0.4126984126984127,0.5714285714285714,-0.9973505683222323,-0.05555555555555558,-3.166666666666666,-1.3333333333333335,-2.333333333333333,-11,-8,-7,-7,-8,-0.15873015873015872
0.43232823695605177,1.38609055676323,0.3333333333333333,0.4444444444444444,3.8333333333333335,4.166666666666667,1.5,1.6666666666666667,4.666666666666667,4.166666666666667,75,73,73,73,70,73,73,73,-2,0,0.2222222222222222,0.6349206349206349,-0.9537623198071783,-0.1111111111111111,-0.3333333333333335,-0.16666666666666674,0.5,2,0,-3,0,-2,-0.4126984126984127
1.0922619671607698,0.4077646958515489,0.4444444444444444,0.16666666666666666,2.8333333333333335,2.8333333333333335,1.5,0.16666666666666666,4.333333333333333,3.6666666666666665,71,71,72,70,68,71,72,70,-1,-7,0.49206349206349204,0.19047619047619047,0.684497271309221,0.2777777777777778,0.0,1.3333333333333333,0.6666666666666665,0,2,-3,2,6,0.30158730158730157
0.63154687849177,0.9276702085074793,0.3888888888888889,0.4444444444444444,5.0,3.3333333333333335,1.3333333333333333,1.1666666666666667,5.333333333333333,7.333333333333333,79,74,78,74,75,71,79,74,-1,0,0.2857142857142857,0.5714285714285714,-0.29612333001570923,-0.055555555555555525,1.6666666666666665,0.16666666666666652,-2.0,5,4,4,5,-1,-0.2857142857142857
0.7431721394537812,1.01924517810754,0.2777777777777778,0.4444444444444444,3.5,3.0,0.8333333333333334,0.8333333333333334,4.833333333333333,4.5,76,76,73,75,72,74,74,76,-1,0,0.2857142857142857,0.5396825396825397,-0.27607303865375876,-0.16666666666666663,0.5,0.0,0.33333333333333304,0,-2,-2,-2,-1,-0.25396825396825395
0.8037703769659779,0.36292181553045993,0.5555555555555556,0.16666666666666666,3.6666666666666665,3.3333333333333335,1.3333333333333333,0.8333333333333334,1.5,6.666666666666667,77,74,74,75,74,74,75,75,2,-7,0.38095238095238093,0.15873015873015872,0.4408485614355179,0.38888888888888895,0.33333333333333304,0.4999999999999999,-5.166666666666667,3,-1,0,0,9,0.2222222222222222
2.7439551188295757,1.4056384943607698,0.8888888888888888,0.5555555555555556,6.666666666666667,5.0,3.1666666666666665,1.8333333333333333,5.166666666666667,7.0,82,80,82,80,81,77,83,80,12,4,0.8412698412698413,0.5238095238095238,1.3383166244688058,0.33333333333333326,1.666666666666667,1.3333333333333333,-1.833333333333333,2,2,4,3,8,0.31746031746031744
0.9286878379689999,0.6339366422485141,0.4444444444444444,0.3333333333333333,4.5,4.5,1.8333333333333333,2.0,4.666666666666667,4.5,85,78,80,78,75,78,81,78,2,-2,0.5555555555555556,0.3333333333333333,0.2947511957204858,0.1111111111111111,0.0,-0.16666666666666674,0.16666666666666696,7,2,-3,3,4,0.22222222222222227
0.886485050901054,1.925020980631,0.4444444444444444,0.7222222222222222,3.5,6.0,1.3333333333333333,1.8333333333333333,6.333333333333333,5.166666666666667,78,77,77,75,77,76,78,76,1,7,0.30158730158730157,0.8888888888888888,-1.038535929729946,-0.2777777777777778,-2.5,-0.5,1.166666666666666,1,2,1,2,-6,-0.5873015873015872
0.6297900906999999,0.43079765859999997,0.3888888888888889,0.2222222222222222,4.833333333333333,3.5,1.6666666666666667,0.6666666666666666,7.666666666666667,5.333333333333333,75,74,74,74,72,71,75,75,0,-9,0.3968253968253968,0.2222222222222222,0.19899243209999995,0.16666666666666669,1.333333333333333,1.0,2.333333333333334,1,0,1,0,9,0.1746031746031746
0.9417777912217158,0.8897381206879177,0.3888888888888889,0.3333333333333333,4.0,3.5,1.5,1.6666666666666667,5.833333333333333,4.166666666666667,80,75,80,73,77,70,80,73,2,0,0.36507936507936506,0.4126984126984127,0.0520396705337981,0.05555555555555558,0.5,-0.16666666666666674,1.666666666666666,5,7,7,7,2,-0.047619047619047616
