HForm,AForm,HSt,ASt,HSTKPP,ASTKPP,HGKPP,AGKPP,HCKPP,ACKPP,HAttack,AAttack,HMidField,AMidField,HDefence,ADefence,HOverall,AOverall,HTGD,ATGD,HStWeighted,AStWeighted,FormDifferential,StDifferential,STKPP,GKPP,CKPP,RelAttack,RelMidField,RelDefence,RelOverall,GDDifferential,StWeightedDifferential
1.3923418807,1.00077740765377,0.7222222222222222,0.5555555555555556,6.5,4.5,1.6666666666666667,1.6666666666666667,5.166666666666667,6.333333333333333,85,80,78,77,79,76,80,77,6,3,0.6825396825396826,0.7619047619047619,0.39156447304623,0.16666666666666663,2.0,0.0,-1.166666666666666,5,1,3,3,3,-0.0793650793650793
0.48813052916200006,0.7676222365690001,0.3888888888888889,0.5555555555555556,2.8333333333333335,5.5,1.1666666666666667,1.6666666666666667,3.6666666666666665,6.5,76,86,74,84,75,81,75,83,-5,1,0.20634920634920634,0.3492063492063492,-0.279491707407,-0.16666666666666669,-2.6666666666666665,-0.5,-2.8333333333333335,-10,-10,-6,-8,-6,-0.14285714285714285
0.14971537311522998,0.66923573010823,0.05555555555555555,0.4444444444444444,3.0,3.3333333333333335,0.8333333333333334,1.1666666666666667,4.666666666666667,5.166666666666667,81,81,76,76,73,74,76,75,-7,1,0.047619047619047616,0.42857142857142855,-0.519520356993,-0.38888888888888884,-0.3333333333333335,-0.33333333333333337,-0.5,0,0,-1,1,-8,-0.38095238095238093
0.47968286860000003,2.086928668738,0.2222222222222222,0.7222222222222222,4.166666666666667,7.166666666666667,0.8333333333333334,2.6666666666666665,3.6666666666666665,6.5,78,82,76,81,75,81,77,81,-5,7,0.1111111111111111,0.8095238095238095,-1.607245800138,-0.5,-3.0,-1.833333333333333,-2.8333333333333335,-4,-5,-6,-4,-12,-0.6984126984126984
0.765148348669,1.2076433293000002,0.3888888888888889,0.3888888888888889,4.166666666666667,3.1666666666666665,1.6666666666666667,0.6666666666666666,3.3333333333333335,5.666666666666667,78,74,78,75,76,74,77,74,-1,-5,0.4444444444444444,0.5238095238095238,-0.44249498063100023,0.0,1.0000000000000004,1.0,-2.3333333333333335,4,3,2,3,4,-0.07936507936507942
0.17956663923099997,0.34531712853099994,0.16666666666666666,0.2777777777777778,2.8333333333333335,2.1666666666666665,1.1666666666666667,1.0,3.6666666666666665,4.166666666666667,79,76,77,74,77,74,78,75,-9,-3,0.09523809523809523,0.15873015873015872,-0.16575048929999997,-0.11111111111111113,0.666666666666667,0.16666666666666674,-0.5000000000000004,3,3,3,3,-6,-0.06349206349206349
0.972419742031,1.8250443555309999,0.3888888888888889,0.7222222222222222,2.1666666666666665,5.333333333333333,0.8333333333333334,2.5,4.333333333333333,5.5,74,81,74,83,76,82,74,83,-3,8,0.4444444444444444,0.8888888888888888,-0.8526246134999999,-0.3333333333333333,-3.1666666666666665,-1.6666666666666665,-1.166666666666667,-7,-9,-6,-9,-11,-0.4444444444444444
0.6293012386,0.841087480069,0.3888888888888889,0.4444444444444444,4.0,5.666666666666667,1.3333333333333333,1.1666666666666667,4.833333333333333,3.5,79,78,78,76,76,77,78,78,-3,1,0.4126984126984127,0.5873015873015873,-0.21178624146900005,-0.055555555555555525,-1.666666666666667,0.16666666666666652,1.333333333333333,1,2,-1,0,-4,-0.17460317460317465
1.3171678807,0.399674121331,0.6666666666666666,0.1111111111111111,5.5,2.1666666666666665,2.0,0.6666666666666666,5.166666666666667,6.0,84,77,84,78,82,77,83,78,5,-11,0.5714285714285714,0.1111111111111111,0.917493759369,0.5555555555555556,3.3333333333333335,1.3333333333333335,-0.833333333333333,7,6,5,5,16,0.4603174603174603
1.5404788807,3.1877949214000005,0.7777777777777778,1.0,5.833333333333333,6.166666666666667,1.6666666666666667,3.0,8.833333333333334,6.166666666666667,85,83,81,85,81,81,81,83,7,13,0.873015873015873,1.0,-1.6473160407000005,-0.2222222222222222,-0.3333333333333339,-1.3333333333333333,2.666666666666667,2,-4,0,-2,-6,-0.12698412698412698
